id,name,name_japanese,description,category,price
62,Wacom Intuos S 타블렛,Wacom Intuos S タブレット,Wacom Intuos S 타블렛은 정밀한 펜 입력 기능과 다양한 드로잉 소프트웨어 호환으로 디지털 아트 입문자에게 이상적인 선택입니다.,IT,9000
63,JVC 무선 블루투스 헤드폰 HA-A30T,JVC ワイヤレスBluetooth ヘッドフォン HA-A30T,"JVC 무선 블루투스 헤드폰 HA-A30T는 노이즈 캔슬링 기능과 안정적인 연결 성능을 갖춘 무선 이어폰으로, 일상과 운동 모두에 적합합니다.",IT,6000
64,ELECOM 마우스 M-DY12DB 시리즈,ELECOM マウス M-DY12DB シリ?ズ,"ELECOM 마우스 M-DY12DB 시리즈는 인체공학적 디자인과 고감도 센서를 갖춘 무선 마우스로, 장시간 작업에도 피로감을 줄여줍니다.",IT,2000
65,BUFFALO Wi-Fi 6 라우터 WSR-5400AX6S,BUFFALO Wi-Fi 6 ル?タ? WSR-5400AX6S,"BUFFALO WSR-5400AX6S는 Wi-Fi 6를 지원하는 고성능 라우터로, 빠르고 안정적인 무선 네트워크 환경을 제공합니다.",IT,12000
66,ELECOM 노트북 스탠드,ELECOM ノ?トパソコンスタンド,ELECOM 노트북 스탠드는 각도 조절이 가능한 견고한 알루미늄 구조로 장시간 노트북 사용 시 자세 교정에 도움을 줍니다.,IT,2500
67,Anker USB-C to HDMI 어댑터,Anker USB-C to HDMI アダプタ?,"Anker USB-C to HDMI 어댑터는 최대 4K 해상도 출력이 가능하여 노트북, 태블릿과 TV 또는 모니터를 손쉽게 연결해줍니다.",IT,2500
68,KOKUYO 스마트 노트 CamiApp,KOKUYO スマ?トノ?ト CamiApp,"KOKUYO 스마트 노트 CamiApp은 필기 내용을 디지털화할 수 있는 노트로, 스마트폰 앱과 연동하여 효율적인 메모 관리를 지원합니다.",IT,1300
69,비오레 UV 아쿠아리치 선크림,ビオレ UV アクアリッチ サンクリ?ム,DHC 비타민 C 세럼은 고농축 비타민 C 유도체를 함유한 미백 에센스로 피부 톤 개선과 안티에이징 효과가 있는 대표적인 일본 드럭스토어 제품입니다.,BEAUTY,750
70,캔메이크 크림치크,キャンメイク クリ?ムチ?ク,DHC 딥 클렌징 오일은 올리브 오일 기반의 인기 클렌징 오일로 메이크업과 노폐물을 효과적으로 제거하면서도 피부 수분은 지켜주는 제품입니다.,BEAUTY,700
71,하다라보 고쿠쥰 로션,ハダラボ 極潤ロ?ション,시세이도 레볼루미저는 첨단 광학 기술을 적용한 프리미엄 하이라이터로 빛을 반사하여 자연스러운 입체감을 연출해주는 시세이도의 대표 메이크업 제품입니다.,BEAUTY,800
72,"시세이도, 완벽한 휩",シセイドウ、パ?フェクトホイップ,시세이도 베네피앙스 링클 레지스트24 아이크림은 눈가 주름과 다크써클 개선에 효과적인 고농축 안티에이징 아이크림으로 24시간 지속되는 보습력을 제공합니다.,BEAUTY,600
73,DHC 딥 클렌징 오일,DHC ディ?プクレンジングオイル,시세이도 자외선 차단제는 고기능성 자외선 차단 제품으로 미세한 파티클이 피부에 균일하게 분포되어 보이지 않는 자외선까지 효과적으로 차단합니다.,BEAUTY,1350
74,오페라 립틴트 N,オペラ リップティント N,시세이도 미백 마스크팩은 비타민C 유도체와 특허 성분을 함유한 고농축 미백 마스크팩으로 칙칙한 피부 톤 개선과 수분 공급에 효과적입니다.,BEAUTY,1600
75,키스미 히로인 롱앤컬 마스카라,キスミ? ヒロインメイク ロング&カ?ルマスカラ,시세이도 마키아쥬 드라마틱 파우더리는 미세한 파우더 입자가 피부에 자연스럽게 밀착되어 매끄러운 피부를 연출해주는 프리미엄 파운데이션입니다.,BEAUTY,1100
76,마죠리카 마죠르카 마스카라,マジョリカ マジョルカ マスカラ,시세이도 마키아쥬 드라마틱 스타일링 아이즈는 고발색 파우더 아이섀도우 팔레트로 다양한 질감과 컬러로 입체적인 눈매를 연출할 수 있습니다.,BEAUTY,1350
77,세잔느 내추럴 치크 N,セザンヌ ナチュラルチ?ク N,슈에무라 클렌징 오일은 고품질 식물성 오일을 사용한 슈에무라의 시그니처 클렌징 오일로 짙은 메이크업도 부드럽게 제거하는 효과가 있습니다.,BEAUTY,500
78,루나솔 아이섀도우 팔레트,ルナソル アイシャドウ パレット,시세이도 우르라 디퓨저 아이브로우는 미세한 파우더와 프레시블룸 테크놀로지로 자연스러운 눈썹을 연출해주는 일본 시세이도의 인기 아이브로우 펜슬입니다.,BEAUTY,6000
79,SK-II 페이셜 트리트먼트 에센스,SK-II フェイシャル トリ?トメント エッセンス,"SK-II 페이셜 트리트먼트 에센스는 피테라™를 함유한 SK-II의 시그니처 제품으로 피부결과 투명도 개선, 주름 완화에 도움을 주는 프리미엄 스킨케어 에센스입니다.",BEAUTY,21500
80,시세이도 아네사 퍼펙트 UV 선스크린,SHISEIDO アネッサ パ?フェクトUV サンスクリ?ン,큐렐 보습 크림은 건조하고 민감한 피부를 위한 일본의 약용 스킨케어 브랜드 큐렐의 고보습 크림으로 피부 장벽 강화에 도움을 줍니다.,BEAUTY,2500
81,나이브 페이셜 클렌징 폼,ナイ?ブ フェイシャル クレンジングフォ?ム,"메라노CC 비타민C 에센스는 일본의 인기 미백 에센스로 비타민C 유도체를 함유하여 기미, 색소 침착 개선에 도움을 줍니다.",BEAUTY,400
82,포켓몬 키링,ポケモン キ?リング,하다라보 고쿠쥰 로션은 히알루론산이 풍부한 일본의 인기 보습 토너로 여러 단계의 스킨케어를 한 번에 해결할 수 있는 멀티 기능성 제품입니다.,CHARACTER,800
83,도라에몽 머그컵,ドラえもん マグカップ,코세 소프티모 클렌징 오일은 메이크업과 피지를 효과적으로 제거하는 일본의 인기 클렌징 오일로 민감한 피부에도 부담 없이 사용 가능합니다.,CHARACTER,1200
84,지브리 캐릭터 인형,ジブリキャラクタ? ぬいぐるみ,"지브리 스튜디오의 인기 캐릭터를 정교하게 재현한 인형으로 토토로, 가오나시, 포뇨 등 애니메이션 팬들에게 사랑받는 다양한 디자인과 크기로 제작된 수집 가치가 높은 상품입니다.",CHARACTER,2000
85,야마자키 12년 위스키,サントリ? 山崎12年,"야마자키 12년 위스키는 일본을 대표하는 프리미엄 싱글몰트 위스키로, 산토리 브랜드의 베스트셀러입니다. 과일향과 스파이시한 풍미가 조화롭게 어우러진 부드러운 맛이 특징입니다.",LIQUOR,18000
86,하쿠슈 12년 위스키,白州12年 ウイスキ?,"하쿠슈 12년 위스키는 산토리가 생산하는 싱글몰트 위스키로, 청량감과 우아한 향이 특징입니다. 꿀과 과일향이 어우러진 균형 잡힌 맛으로 위스키 애호가들에게 인정받는 고급 주류입니다.",LIQUOR,15000
87,닛카 프롬 더 배럴 위스키,ニッカ フロム?ザ?バレル ウイスキ?,"닛카 프롬 더 배럴 위스키는 일본 닛카 증류소의 블렌디드 위스키로, 바닐라와 캐러멜 풍미가 특징입니다. 목넘김이 부드럽고 가성비가 좋아 일본 내에서도 인기가 많은 위스키입니다.",LIQUOR,3800
88,다사이 23 사케,獺祭23 純米大吟?,"다사이 23 사케는 일본의 최고급 준마이 다이긴조 사케로, 쌀을 23%까지 정미하여 만든 프리미엄 제품입니다. 과일향과 꽃향이 조화롭게 어우러진 섬세한 풍미로 유명합니다.",LIQUOR,6000
89,쿠로키리시마 소주,?霧島 ?酎,"쿠로키리시마 소주는 가고시마현의 대표적인 고구마 소주로, 풍부한 향과 깊은 맛이 특징입니다. 전통 방식으로 양조되며 국내외 소주 애호가들에게 각광받는 프리미엄 소주입니다.",LIQUOR,1200
90,이이치코 실루엣 소주,いいちこ シルエット ?酎,"이이치코 실루엣 소주는 오이타현에서 생산되는 보리 소주로, 깔끔하고 부드러운 맛이 특징입니다. 현대적인 디자인의 병과 순수한 맛으로 일본 소주의 새로운 트렌드를 이끌고 있습니다.",LIQUOR,1500
91,쿠보타 만쥬 사케,久保田 萬? 純米大吟?,"쿠보타 만쥬 사케는 일본의 대표적인 준마이 다이긴조 사케로, 부드러운 맛과 깊은 향이 특징입니다. 니가타현의 전통 양조 기술로 만들어지며 고급 선물용으로도 인기가 높습니다.",LIQUOR,5000
92,파나소닉 나노케어 드라이기 EH-NA0J,パナソニック ナノケア ドライヤ? EH-NA0J,파나소닉 나노케어 드라이기 EH-NA0J는 나노이온 기술을 적용하여 모발 손상을 줄이고 윤기를 더해주는 고급 헤어 드라이어입니다. 빠른 건조력과 다양한 모드 설정으로 모발 타입에 맞춰 사용할 수 있습니다.,ELECTRONICS,30000
93,파나소닉 구강세정기 EW-DJ55,パナソニック 口腔洗?機 EW-DJ55,파나소닉 구강세정기 EW-DJ55는 강력한 수압 펄스로 칫솔이 닿지 않는 부분까지 깨끗하게 세정해주는 휴대용 구강세정기입니다. 방수 설계와 충전식 배터리로 여행이나 외출 시에도 편리하게 사용할 수 있습니다.,ELECTRONICS,13000
94,도시바 휴대용 전기면도기,東芝 携?用電?シェ?バ?,센코 공기청정기는 일본 가전 브랜드 센코의 공기청정기로 고효율 HEPA 필터를 사용하여 미세먼지와 알레르기 유발 물질을 효과적으로 제거합니다.,ELECTRONICS,4000
95,샤프 플라즈마클러스터 공기청정기,シャ?プ プラズマクラスタ? 空???機,엡손 EF-100 프로젝터는 컴팩트한 크기와 레이저 광원을 사용한 홈 시네마 프로젝터로 밝고 선명한 화질을 제공합니다.,ELECTRONICS,20000
96,오므론 전자혈압계 HEM-7120,オムロン 電子血?計 HEM-7120,캐논 EOS R10 카메라는 APS-C 센서를 탑재한 캐논의 보급형 미러리스 카메라로 고화질 영상과 뛰어난 오토포커스 성능을 제공합니다.,ELECTRONICS,5000
97,타이거 미니 전기밥솥 3컵용,タイガ? ミニ炊飯器 3合炊き,캐논 RF 24-105mm F4-7.1 렌즈는 캐논 미러리스 카메라용 표준 줌 렌즈로 광각부터 망원까지 다양한 초점 거리를 커버합니다.,ELECTRONICS,10000
98,Zojirushi 전기포트 CD-WU30,象印 電?ポット CD-WU30,캐논 EOS R7 카메라는 APS-C 센서를 탑재한 캐논의 미러리스 카메라로 뛰어난 오토포커스와 고속 연사 촬영 기능이 특징입니다.,ELECTRONICS,12000
99,무선 마사지건 DOCTORAIR RM-04,ワイヤレス マッサ?ジガン DOCTORAIR RM-04,소니 WF-1000XM5 이어폰은 고급 노이즈 캔슬링과 뛰어난 음질을 갖춘 소니의 최신 플래그십 완전 무선 이어폰입니다.,ELECTRONICS,13000
100,포터(Porter) 탱커 백,ポ?タ? タンカ? バッグ,소니 LinkBuds S 이어폰은 초소형 디자인과 뛰어난 노이즈 캔슬링을 갖춘 소니의 완전 무선 이어폰입니다.,FASHION,25000
101,오니츠카 타이거 스니커즈,オニツカタイガ? スニ?カ?,"소니 WH-1000XM5 헤드폰은 뛰어난 노이즈 캔슬링과 음질, 배터리 수명을 갖춘 소니의 플래그십 무선 헤드폰입니다.",FASHION,12000
102,휴먼 메이드 캡,ヒュ?マンメイド キャップ,워킹킹 운동화는 일본에서 인기 있는 컴포트화로 경량 소재와 쿠셔닝이 뛰어나며 장시간 걸어도 편안한 착용감을 제공합니다.,FASHION,6500
103,스미스앤레더 가죽 키링,スミスアンドレザ? レザ?キ?リング,스케쳐스 고워크는 경량 소재와 메모리폼 인솔이 특징인 스케쳐스의 인기 워킹화로 장시간 착용에도 편안합니다.,FASHION,4000
104,에이글 레인부츠,AIGLE レインブ?ツ,아식스 젤-1130은 뛰어난 쿠셔닝과 지지력으로 유명한 아식스의 인기 러닝화로 일상 착용과 운동 모두에 적합합니다.,FASHION,12000
105,VARZAR 버킷햇,VARZAR バケットハット,아식스 오니츠카 타이거 어펄은 일본 브랜드 아식스의 클래식 라인인 오니츠카 타이거의 인기 스니커즈로 쿠셔닝이 뛰어나고 세련된 디자인이 특징입니다.,FASHION,6000
106,오니츠카 타이거 멕시코66 스니커즈,オニツカタイガ? メキシコ66 スニ?カ?,오니츠카 타이거 멕시코 66은 1966년 멕시코 올림픽을 위해 디자인된 클래식 스니커즈로 빈티지한 디자인과 다양한 컬러웨이가 특징입니다.,FASHION,12000
107,PORTER 탱커 크로스백,PORTER タンカ? クロスバッグ,유니클로 울트라 라이트 다운 점퍼는 초경량 소재에 다운 충전재를 사용한 유니클로의 인기 다운 재킷으로 얇지만 뛰어난 보온성을 제공합니다.,FASHION,25000
108,로에베 아나그램 가죽 지갑,ロエベ アナグラム レザ?ウォレット,유니클로 히트텍 내복은 특수 발열 소재를 사용한 유니클로의 대표 보온 내의로 가볍고 얇지만 뛰어난 보온성을 제공합니다.,FASHION,65000
109,에르메스 트윌리 스카프,エルメス ツイリ? スカ?フ,무인양품 코튼 백팩은 튼튼한 코튼 소재로 만든 무인양품의 심플한 디자인 백팩으로 실용적이고 데일리로 사용하기 좋습니다.,FASHION,27000
110,사만사타바사 미니백,サマンサタバサ ミニバッグ,유니클로 J+ 라인 블레이저는 디자이너 질 샌더가 디자인한 유니클로의 프리미엄 라인 재킷으로 미니멀하고 세련된 디자인이 특징입니다.,FASHION,12000
111,애니스(ANNA SUI) 카드지갑,アナスイ カ?ドケ?ス,메이드 인 저팬 데님 청바지는 일본산 프리미엄 원단과 장인 정신으로 제작된 고품질 데님 청바지로 특유의 색감과 내구성이 특징입니다.,FASHION,6000
112,비비안 웨스트우드 반지갑,ヴィヴィアン?ウエストウッド 二つ折り財布,비비안 웨스트우드 반지갑은 오브 로고와 독특한 디자인이 특징인 영국 디자이너 비비안 웨스트우드의 인기 지갑입니다.,FASHION,17000
113,유니클로 U 라인 셔츠,ユニクロ U ライン シャツ,유니클로 U 라인 셔츠는 디자이너 크리스토퍼 르메르가 디자인한 유니클로의 프리미엄 라인 셔츠로 고급스러운 소재와 디자인이 특징입니다.,FASHION,3500
114,무인양품 린넨 셔츠,無印良品 リネンシャツ,무인양품 린넨 셔츠는 자연스러운 질감의 린넨 소재로 만든 무인양품의 기본 셔츠로 여름철 시원하게 착용 가능합니다.,FASHION,4500
115,꼼데가르송 플레이 티셔츠,コムデギャルソン プレイ Tシャツ,꼼데가르송 플레이 티셔츠는 심플한 디자인에 하트 로고가 특징인 일본 디자이너 레이 가와쿠보의 인기 티셔츠입니다.,FASHION,10000
116,비비안 웨스트우드 티셔츠,ヴィヴィアンウエストウッド Tシャツ,비비안 웨스트우드 티셔츠는 독특한 디자인과 오브 로고가 특징인 영국 디자이너 비비안 웨스트우드의 인기 티셔츠입니다.,FASHION,12000
117,어스 뮤직 앤 에콜로지 원피스,ア?スミュ?ジック&エコロジ? ワンピ?ス,어스 뮤직 앤 에콜로지 원피스는 친환경 소재로 만든 일본 패션 브랜드의 원피스로 편안하면서도 세련된 디자인이 특징입니다.,FASHION,5000
118,GU 베이직 셔츠,GU ベ?シックシャツ,GU 베이직 셔츠는 유니클로의 자매 브랜드 GU에서 판매하는 합리적인 가격의 기본 셔츠로 다양한 스타일링에 활용 가능합니다.,FASHION,2000
119,GU 스웨트 풀오버 후드,GU スウェット プルオ?バ?フ?ディ,GU 스웨트 풀오버 후드는 편안한 착용감과 합리적인 가격의 GU 브랜드 기본 후드 티셔츠입니다.,FASHION,2200
120,유니클로 히트텍 이너웨어,ユニクロ ヒ?トテック インナ?,유니클로 히트텍 이너웨어는 열을 발생시켜 보온효과가 뛰어난 유니클로의 인기 있는 겨울철 내복입니다.,FASHION,1200
121,지오다노 재팬 셔츠,ジョルダ?ノ ジャパン シャツ,지오다노 재팬 셔츠는 편안한 착용감과 세련된 디자인의 일본 지오다노 브랜드의 셔츠로 데일리 착용에 적합합니다.,FASHION,3500
122,꼼데가르송 플레이 반팔티,コムデギャルソン プレイ Tシャツ,꼼데가르송 플레이 반팔티는 심플한 디자인에 하트 로고가 특징인 일본에서 인기 있는 캐주얼 의류입니다.,FASHION,10000
123,이세이미야케 바오바오 가방,伊勢みやけ バオバオ バッグ,이세이미야케 바오바오 가방은 독특한 기하학적 디자인으로 유명한 이세이 미야케의 인기 가방으로 가볍고 실용적입니다.,FASHION,35000
124,에바A 진통제,イブA ?痛?,"에바A 진통제는 두통, 치통, 생리통 등 다양한 통증을 빠르게 완화시켜주는 일본의 인기 있는 진통제입니다.",HEALTH,600
125,로이히츠보코 파스,ロイヒつぼこう パッチ,"로이히츠보코 파스는 근육통, 관절통, 타박상에 효과적인 일본의 대표적인 진통 소염제 파스로 냉감 효과가 뛰어납니다.",HEALTH,400
126,파브론 골드 감기약,パブロン ゴ?ルド 風邪?,"파브론 골드 감기약은 기침, 콧물, 인후통, 열 등 다양한 감기 증상을 빠르게 완화시켜주는 일본의 인기 감기약입니다.",HEALTH,900
127,사롱파스,サロンパス,"사롱파스는 근육통, 관절통, 요통 등에 효과적인 일본의 유명한 진통 소염제 패치로 오랜 시간 효과가 지속됩니다.",HEALTH,500
128,신루루-A정s (감기약),新ルル-A錠s (風邪?),"신루루-A정은 재채기, 콧물, 기침, 인후통 등 다양한 감기 증상을 완화시켜주는 일본의 인기 감기약입니다.",HEALTH,900
129,용각산 다이렉트 (기침약),用賀山 ダイレクト (咳止め?),"용각산 다이렉트는 기침, 가래, 인후통에 효과적인 일본의 인기 있는 기침약으로 물 없이 바로 복용 가능합니다.",HEALTH,1100
130,아리나민 EX 플러스 (비타민제),アリナミンEXプラス (ビタミン?),아리나민 EX 플러스는 피로 회복과 영양 보충에 효과적인 일본의 인기 있는 비타민 영양제입니다.,HEALTH,5500
131,로토 V 로토 프리미엄 안약,ロ?トV ロ?トプレミアム 目?,"로토 V 프리미엄 안약은 충혈, 피로, 건조함 등 다양한 눈 문제를 해결해주는 고급 안약으로 일본에서 인기가 많습니다.",HEALTH,1800
132,페이타스 5.0 파스 (진통소염제),フェイタス5.0 ?感パッチ,"페이타스 파스는 근육통, 관절통, 타박상 등에 효과적인 진통 소염제 패치로 일본에서 인기 있는 의약품입니다.",HEALTH,1200
133,강력 와카모토 (소화제),?力わかもと(整腸?),"강력 와카모토는 속쓰림, 소화불량, 과식 후 불편함을 빠르게 완화시켜주는 일본의 유명한 소화제입니다.",HEALTH,1800
134,파브론 키즈 감기 시럽,パブロンキッズ かぜシロップ,"파브론 키즈 감기 시럽은 어린이용 감기약으로 기침, 콧물, 열 등의 감기 증상을 완화시켜주는 일본의 인기 의약품입니다.",HEALTH,1000
135,산테 FX NEO 안약,サンテFX NEO 目?,"산테 FX NEO 안약은 눈의 피로와 충혈, 가려움을 빠르게 완화시켜주는 강력한 효과의 일본 인기 안약입니다.",HEALTH,1200
136,무히 S2a 액체형,ムヒS2a クリ?ム,"무히 S2a 액체형은 가려움증, 벌레 물림, 습진 등에 효과적인 일본의 인기 있는 피부 외용제입니다.",HEALTH,1000
137,아오지루 건강 음료,?汁 健康?料,아오지루 건강 음료는 녹색 채소와 과일로 만든 일본의 건강 음료로 영양소가 풍부하게 들어있습니다.,HEALTH,1500
138,프링글스 일본 한정맛,プリングルス 日本限定フレ?バ?,프링글스 일본 한정맛은 일본에서만 볼 수 있는 특별한 맛의 프링글스로 다양한 한정 맛을 즐길 수 있습니다.,FOOD,250
139,기린 복숭아 홍차,キリン 桃の紅茶,기린 복숭아 홍차는 달콤한 복숭아 향과 풍부한 홍차의 맛이 어우러진 일본의 인기 있는 음료입니다.,FOOD,180
140,로이스 생초콜릿 (Royce Nama Chocolate),ロイズ 生チョコレ?ト (Royce Nama Chocolate),로이스 생초콜릿은 입에서 부드럽게 녹는 프리미엄 초콜릿으로 홋카이도의 유명한 고급 초콜릿 브랜드입니다.,FOOD,750
141,도쿄 바나나 (Tokyo Banana),東京バナナ,도쿄 바나나는 바나나 모양의 케이크 안에 바나나 크림이 들어있는 일본 도쿄의 유명한 기념품 과자입니다.,FOOD,1200
142,시로이 코이비토,白い?人,시로이 코이비토는 부드러운 백색 초콜릿이 들어있는 홋카이도의 유명한 과자로 선물용으로 인기가 많습니다.,FOOD,1200
143,표고버섯 스낵,椎茸スナック,표고버섯 스낵은 바삭하고 고소한 맛이 일품인 일본의 건강한 스낵으로 술안주로도 좋습니다.,FOOD,400
144,야채타임 스낵,野菜タイムスナック,야채타임 스낵은 다양한 채소 맛이 나는 바삭한 일본 스낵으로 가볍게 먹기 좋은 간식입니다.,FOOD,150
145,칼비 자가리코 감자스틱,カルビ? じゃがりこ ポテトスティック,칼비 자가리코 감자스틱은 바삭하고 감자맛이 풍부한 스틱 과자로 다양한 맛이 있어 인기가 많습니다.,FOOD,180
146,메이지 마이쵸코렛,明治 マイチョコレ?ト,메이지 마이쵸코렛은 부드러운 초콜릿 맛의 작은 과자로 다양한 맛이 있어 일본에서 인기있는 간식입니다.,FOOD,250
147,프리츠 스틱과자,グリコ ポッキ?,프리츠 스틱과자는 다양한 맛이 있는 가느다란 스틱 모양의 과자로 일본에서 인기 있는 간식입니다.,FOOD,130
148,하이츄 젤리캔디,ハイチュウ ゼリ?キャンディ,하이츄 젤리캔디는 과일맛이 나는 부드러운 질감의 캔디로 다양한 맛이 있어 일본에서 인기 있는 간식입니다.,FOOD,150
149,도라야키 팥 팬케이크,どら?き,도라야키 팥 팬케이크는 팥앙금이 들어있는 일본의 전통 디저트로 부드러운 팬케이크 사이에 팥소가 들어있습니다.,FOOD,200
150,"킷캣 일본 한정맛 (녹차, 사케 등)",キットカット 日本限定フレ?バ? (抹茶、日本酒など),"킷캣 일본 한정맛은 일본에서만 볼 수 있는 특별한 맛의 킷캣으로 녹차, 사케, 딸기 등 다양한 한정 맛을 즐길 수 있습니다.",FOOD,400
