id,name,name_japanese,description,category,price
62,Wacom Intuos S 타블렛,Wacom Intuos S タブレット,Wacom Intuos S 타블렛은 자연스러운 펜 터치감과 정확한 필압 감지 기능을 갖춘 디지털 드로잉 태블릿으로 디자인 작업과 일러스트레이션에 적합한 기기입니다.,IT,9000
63,JVC 무선 블루투스 헤드폰 HA-A30T,JVC ワイヤレスBluetooth ヘッドフォン HA-A30T,JVC 무선 블루투스 헤드폰 HA-A30T는 클리어한 사운드와 편안한 착용감이 특징인 무선 헤드폰으로 충전 케이스와 함께 이동 중에도 편리하게 사용할 수 있습니다.,IT,6000
64,ELECOM 마우스 M-DY12DB 시리즈,ELECOM マウス M-DY12DB シリーズ,ELECOM 마우스 M-DY12DB 시리즈는 정확한 트래킹과 인체공학적 디자인의 무선 마우스로 장시간 사용해도 편안한 그립감을 제공하는 실용적인 컴퓨터 주변기기입니다.,IT,2000
65,BUFFALO Wi-Fi 6 라우터 WSR-5400AX6S,BUFFALO Wi-Fi 6 ルーター WSR-5400AX6S,BUFFALO Wi-Fi 6 라우터 WSR-5400AX6S는 고속 무선 인터넷 연결과 안정적인 네트워크 환경을 제공하는 최신 기술의 Wi-Fi 6 호환 라우터입니다.,IT,12000
66,ELECOM 노트북 스탠드,ELECOM ノートパソコンスタンド,ELECOM 노트북 스탠드는 노트북을 인체공학적 각도로 유지해주어 목과 어깨의 피로를 줄여주고 작업 효율성을 높여주는 접이식 포터블 스탠드입니다.,IT,2500
67,Anker USB-C to HDMI 어댑터,Anker USB-C to HDMI アダプター,Anker USB-C to HDMI 어댑터는 노트북이나 태블릿의 USB-C 포트를 통해 외부 디스플레이에 고해상도 영상을 출력할 수 있게 해주는 컴팩트한 변환 장치입니다.,IT,2500
68,KOKUYO 스마트 노트 CamiApp,KOKUYO スマートノート CamiApp,KOKUYO 스마트 노트 CamiApp은 필기한 내용을 디지털로 변환할 수 있는 스마트 노트북으로 스마트폰 앱과 연동하여 메모를 쉽게 관리할 수 있습니다.,IT,1300
69,비오레 UV 아쿠아리치 선크림,ビオレ UV アクアリッチ サンクリーム,비오레 UV 아쿠아리치 선크림은 가볍고 산뜻한 사용감의 워터리 타입 자외선 차단제로 백탁 현상 없이 피부에 자연스럽게 흡수되는 일본의 인기 선케어 제품입니다.,BEAUTY,750
70,캔메이크 크림치크,キャンメイク クリームチーク,캔메이크 크림치크는 자연스러운 혈색을 연출해주는 크림 타입 블러셔로 부드러운 발색과 자연스러운 마무리감이 특징인 일본의 인기 메이크업 제품입니다.,BEAUTY,700
71,하다라보 고쿠쥰 로션,ハダラボ 極潤ローション,하다라보 고쿠쥰 로션은 히알루론산이 풍부하게 함유된 보습 토너로 가벼운 제형이지만 강력한 수분 공급 효과를 제공하는 일본의 대표적인 스킨케어 제품입니다.,BEAUTY,800
72,"시세이도, 완벽한 휩",シセイドウ、パーフェクトホイップ,시세이도 완벽한 휩은 부드러운 거품으로 피부를 깨끗하게 세정하는 고급 클렌징 폼으로 시세이도의 독자적인 기술로 세안 후에도 피부가 당기지 않고 촉촉함을 유지합니다.,BEAUTY,600
73,DHC 딥 클렌징 오일,DHC ディープクレンジングオイル,DHC 딥 클렌징 오일은 올리브 오일 기반의 인기 클렌징 오일로 메이크업과 노폐물을 효과적으로 제거하면서도 피부 수분은 지켜주는 일본의 베스트셀러 클렌저입니다.,BEAUTY,1350
74,오페라 립틴트 N,オペラ リップティント N,SK-II 페이셜 트리트먼트 클리어 로션은 피부 각질을 부드럽게 제거하고 피부톤을 개선해주는 토너로 SK-II의 대표 성분인 피테라™가 함유되어 맑고 투명한 피부로 가꿔줍니다.,BEAUTY,1600
75,키스미 히로인 롱앤컬 마스카라,キスミー ヒロインメイク ロング&カールマスカラ,시세이도 베네피앙스 링클 레지스트24 아이크림은 눈가 주름과 다크써클 개선에 효과적인 고농축 안티에이징 아이크림으로 24시간 지속되는 보습력을 제공합니다.,BEAUTY,1100
76,마죠리카 마죠르카 마스카라,マジョリカ マジョルカ マスカラ,시세이도 자외선 차단제는 고기능성 자외선 차단 제품으로 미세한 파티클이 피부에 균일하게 분포되어 보이지 않는 자외선까지 효과적으로 차단합니다.,BEAUTY,1350
77,세잔느 내추럴 치크 N,セザンヌ ナチュラルチーク N,안셀름 클렌징 밀크는 부드럽게 메이크업과 노폐물을 녹여내는 밀크 타입 클렌저로 민감한 피부도 자극 없이 사용할 수 있는 저자극 세정제입니다.,BEAUTY,500
78,루나솔 아이섀도우 팔레트,ルナソル アイシャドウ パレット,쿠레 소프티모 클렌징 오일은 진한 메이크업도 부드럽게 제거하는 약산성 클렌징 오일로 풍부한 식물성 오일이 함유되어 세정 후에도 피부가 촉촉하게 유지됩니다.,BEAUTY,6000
79,SK-II 페이셜 트리트먼트 에센스,SK-II フェイシャル トリートメント エッセンス,SK-II 페이셜 트리트먼트 에센스는 피테라™ 성분이 90% 이상 함유된 프리미엄 에센스로 피부 톤과 텍스처를 개선하는 SK-II의 시그니처 제품입니다.,BEAUTY,21500
80,시세이도 아네사 퍼펙트 UV 선스크린,SHISEIDO アネッサ パーフェクトUV サンスクリーン,안셀름 실링 모이스처라이저는 세라마이드와 히알루론산이 함유된 고보습 크림으로 피부 장벽을 강화하고 수분을 오래 유지시켜주는 일본의 인기 보습 크림입니다.,BEAUTY,2500
81,나이브 페이셜 클렌징 폼,ナイーブ フェイシャル クレンジングフォーム,시세이도 레보루미저는 첨단 광학 기술을 적용한 프리미엄 하이라이터로 빛을 반사하여 자연스러운 입체감을 연출해주는 시세이도의 대표 메이크업 제품입니다.,BEAUTY,400
82,포켓몬 키링,ポケモン キーリング,시세이도 이부키 젠틀 클렌저는 피부를 자극 없이 부드럽게 세정하는 포밍 클렌저로 시세이도만의 특허 기술로 피부 수분은 지키면서 노폐물만 효과적으로 제거합니다.,CHARACTER,800
83,도라에몽 머그컵,ドラえもん マグカップ,"시세이도 엘릭서 슈페리어 에센스는 피부 재생과 안티에이징에 특화된 프리미엄 에센스로 주름 개선, 탄력, 리프팅 효과를 제공하는 시세이도의 고급 스킨케어 라인 제품입니다.",CHARACTER,1200
84,지브리 캐릭터 인형,ジブリキャラクター ぬいぐるみ,셀라무린 클렌징 워터는 메이크업과 노폐물을 물처럼 부드럽게 제거하는 클렌징 워터로 헹굼이 필요 없어 간편하게 사용할 수 있는 일본의 인기 클렌저입니다.,CHARACTER,2000
85,야마자키 12년 위스키,サントリー 山崎12年,가네보 스웨이츠 아이 팔레트는 일본의 럭셔리 브랜드 가네보에서 출시한 고급 아이섀도우 팔레트로 섬세한 펄과 부드러운 발색력이 특징입니다.,LIQUOR,18000
86,하쿠슈 12년 위스키,白州12年 ウイスキー,에테뷰티 선크림은 가볍고 산뜻한 사용감의 자외선 차단제로 백탁현상 없이 피부에 자연스럽게 흡수되는 일본의 인기 선케어 제품입니다.,LIQUOR,15000
87,닛카 프롬 더 배럴 위스키,ニッカ フロム・ザ・バレル ウイスキー,DHC 비타민 C 세럼은 고농축 비타민 C 유도체를 함유한 미백 에센스로 피부 톤 개선과 안티에이징 효과가 있는 대표적인 일본 드럭스토어 제품입니다.,LIQUOR,3800
88,다사이 23 사케,獺祭23 純米大吟醸,"DHC 퍼펙트 젤은 5-in-1 멀티 기능성 젤로 토너, 에센스, 크림, 마스크, 메이크업 베이스 효과를 한 번에 제공하는 올인원 스킨케어 제품입니다.",LIQUOR,6000
89,쿠로키리시마 소주,黒霧島 焼酎,DHC 립 크림은 올리브 오일과 알로에 성분이 함유된 보습력 높은 립 케어 제품으로 건조한 입술에 촉촉함을 더해주는 일본의 베스트셀러 립밤입니다.,LIQUOR,1200
90,이이치코 실루엣 소주,いいちこ シルエット 焼酎,"DHC 비타민 보충제는 건강한 피부와 신체를 위한 비타민, 미네랄 보충제로 일본에서 가장 인기 있는 건강기능식품 브랜드 중 하나입니다.",LIQUOR,1500
91,쿠보타 만쥬 사케,久保田 萬寿 純米大吟醸,"쿠보타 만쥬 사케는 일본의 대표적인 준마이 다이긴조 사케로, 부드러운 맛과 깊은 향이 특징입니다. 니가타현의 전통 양조 기술로 만들어지며 고급 선물용으로도 인기가 높습니다.",LIQUOR,5000
92,파나소닉 나노케어 드라이기 EH-NA0J,パナソニック ナノケア ドライヤー EH-NA0J,파나소닉 나노케어 드라이기 EH-NA0J는 나노이온 기술을 적용하여 모발 손상을 줄이고 윤기를 더해주는 고급 헤어 드라이어입니다. 빠른 건조력과 다양한 모드 설정으로 모발 타입에 맞춰 사용할 수 있습니다.,ELECTRONICS,30000
93,파나소닉 구강세정기 EW-DJ55,パナソニック 口腔洗浄機 EW-DJ55,파나소닉 구강세정기 EW-DJ55는 강력한 수압 펄스로 칫솔이 닿지 않는 부분까지 깨끗하게 세정해주는 휴대용 구강세정기입니다. 방수 설계와 충전식 배터리로 여행이나 외출 시에도 편리하게 사용할 수 있습니다.,ELECTRONICS,13000
94,도시바 휴대용 전기면도기,東芝 携帯用電気シェーバー,센코 공기청정기는 일본 가전 브랜드 센코의 공기청정기로 고효율 HEPA 필터를 사용하여 미세먼지와 알레르기 유발 물질을 효과적으로 제거합니다.,ELECTRONICS,4000
95,샤프 플라즈마클러스터 공기청정기,シャープ プラズマクラスター 空気清浄機,엡손 EF-100 프로젝터는 컴팩트한 크기와 레이저 광원을 사용한 홈 시네마 프로젝터로 밝고 선명한 화질을 제공합니다.,ELECTRONICS,20000
96,오므론 전자혈압계 HEM-7120,オムロン 電子血圧計 HEM-7120,캐논 EOS R10 카메라는 APS-C 센서를 탑재한 캐논의 보급형 미러리스 카메라로 고화질 영상과 뛰어난 오토포커스 성능을 제공합니다.,ELECTRONICS,5000
97,타이거 미니 전기밥솥 3컵용,タイガー ミニ炊飯器 3合炊き,캐논 RF 24-105mm F4-7.1 렌즈는 캐논 미러리스 카메라용 표준 줌 렌즈로 광각부터 망원까지 다양한 초점 거리를 커버합니다.,ELECTRONICS,10000
98,Zojirushi 전기포트 CD-WU30,象印 電気ポット CD-WU30,캐논 EOS R7 카메라는 APS-C 센서를 탑재한 캐논의 미러리스 카메라로 뛰어난 오토포커스와 고속 연사 촬영 기능이 특징입니다.,ELECTRONICS,12000
99,무선 마사지건 DOCTORAIR RM-04,ワイヤレス マッサージガン DOCTORAIR RM-04,소니 WF-1000XM5 이어폰은 고급 노이즈 캔슬링과 뛰어난 음질을 갖춘 소니의 최신 플래그십 완전 무선 이어폰입니다.,ELECTRONICS,13000
100,포터(Porter) 탱커 백,ポーター タンカー バッグ,소니 LinkBuds S 이어폰은 초소형 디자인과 뛰어난 노이즈 캔슬링을 갖춘 소니의 완전 무선 이어폰입니다.,FASHION,25000
101,오니츠카 타이거 스니커즈,オニツカタイガー スニーカー,"소니 WH-1000XM5 헤드폰은 뛰어난 노이즈 캔슬링과 음질, 배터리 수명을 갖춘 소니의 플래그십 무선 헤드폰입니다.",FASHION,12000
102,휴먼 메이드 캡,ヒューマンメイド キャップ,워킹킹 운동화는 일본에서 인기 있는 컴포트화로 경량 소재와 쿠셔닝이 뛰어나며 장시간 걸어도 편안한 착용감을 제공합니다.,FASHION,6500
103,스미스앤레더 가죽 키링,スミスアンドレザー レザーキーリング,스케쳐스 고워크는 경량 소재와 메모리폼 인솔이 특징인 스케쳐스의 인기 워킹화로 장시간 착용에도 편안합니다.,FASHION,4000
104,에이글 레인부츠,AIGLE レインブーツ,아식스 젤-1130은 뛰어난 쿠셔닝과 지지력으로 유명한 아식스의 인기 러닝화로 일상 착용과 운동 모두에 적합합니다.,FASHION,12000
105,VARZAR 버킷햇,VARZAR バケットハット,아식스 오니츠카 타이거 어펄은 일본 브랜드 아식스의 클래식 라인인 오니츠카 타이거의 인기 스니커즈로 쿠셔닝이 뛰어나고 세련된 디자인이 특징입니다.,FASHION,6000
106,오니츠카 타이거 멕시코66 스니커즈,オニツカタイガー メキシコ66 スニーカー,오니츠카 타이거 멕시코 66은 1966년 멕시코 올림픽을 위해 디자인된 클래식 스니커즈로 빈티지한 디자인과 다양한 컬러웨이가 특징입니다.,FASHION,12000
107,PORTER 탱커 크로스백,PORTER タンカー クロスバッグ,유니클로 울트라 라이트 다운 점퍼는 초경량 소재에 다운 충전재를 사용한 유니클로의 인기 다운 재킷으로 얇지만 뛰어난 보온성을 제공합니다.,FASHION,25000
108,로에베 아나그램 가죽 지갑,ロエベ アナグラム レザーウォレット,유니클로 히트텍 내복은 특수 발열 소재를 사용한 유니클로의 대표 보온 내의로 가볍고 얇지만 뛰어난 보온성을 제공합니다.,FASHION,65000
109,에르메스 트윌리 스카프,エルメス ツイリー スカーフ,무인양품 코튼 백팩은 튼튼한 코튼 소재로 만든 무인양품의 심플한 디자인 백팩으로 실용적이고 데일리로 사용하기 좋습니다.,FASHION,27000
110,사만사타바사 미니백,サマンサタバサ ミニバッグ,유니클로 J+ 라인 블레이저는 디자이너 질 샌더가 디자인한 유니클로의 프리미엄 라인 재킷으로 미니멀하고 세련된 디자인이 특징입니다.,FASHION,12000
111,애니스(ANNA SUI) 카드지갑,アナスイ カードケース,메이드 인 저팬 데님 청바지는 일본산 프리미엄 원단과 장인 정신으로 제작된 고품질 데님 청바지로 특유의 색감과 내구성이 특징입니다.,FASHION,6000
112,비비안 웨스트우드 반지갑,ヴィヴィアン・ウエストウッド 二つ折り財布,비비안 웨스트우드 반지갑은 오브 로고와 독특한 디자인이 특징인 영국 디자이너 비비안 웨스트우드의 인기 지갑입니다.,FASHION,17000
113,유니클로 U 라인 셔츠,ユニクロ U ライン シャツ,유니클로 U 라인 셔츠는 디자이너 크리스토퍼 르메르가 디자인한 유니클로의 프리미엄 라인 셔츠로 고급스러운 소재와 디자인이 특징입니다.,FASHION,3500
114,무인양품 린넨 셔츠,無印良品 リネンシャツ,무인양품 린넨 셔츠는 자연스러운 질감의 린넨 소재로 만든 무인양품의 기본 셔츠로 여름철 시원하게 착용 가능합니다.,FASHION,4500
115,꼼데가르송 플레이 티셔츠,コムデギャルソン プレイ Tシャツ,꼼데가르송 플레이 티셔츠는 심플한 디자인에 하트 로고가 특징인 일본 디자이너 레이 가와쿠보의 인기 티셔츠입니다.,FASHION,10000
116,비비안 웨스트우드 티셔츠,ヴィヴィアンウエストウッド Tシャツ,비비안 웨스트우드 티셔츠는 독특한 디자인과 오브 로고가 특징인 영국 디자이너 비비안 웨스트우드의 인기 티셔츠입니다.,FASHION,12000
117,어스 뮤직 앤 에콜로지 원피스,アースミュージック&エコロジー ワンピース,어스 뮤직 앤 에콜로지 원피스는 친환경 소재로 만든 일본 패션 브랜드의 원피스로 편안하면서도 세련된 디자인이 특징입니다.,FASHION,5000
118,GU 베이직 셔츠,GU ベーシックシャツ,GU 베이직 셔츠는 유니클로의 자매 브랜드 GU에서 판매하는 합리적인 가격의 기본 셔츠로 다양한 스타일링에 활용 가능합니다.,FASHION,2000
119,GU 스웨트 풀오버 후드,GU スウェット プルオーバーフーディ,GU 스웨트 풀오버 후드는 편안한 착용감과 합리적인 가격의 GU 브랜드 기본 후드 티셔츠입니다.,FASHION,2200
120,유니클로 히트텍 이너웨어,ユニクロ ヒートテック インナー,유니클로 히트텍 이너웨어는 열을 발생시켜 보온효과가 뛰어난 유니클로의 인기 있는 겨울철 내복입니다.,FASHION,1200
121,지오다노 재팬 셔츠,ジョルダーノ ジャパン シャツ,지오다노 재팬 셔츠는 편안한 착용감과 세련된 디자인의 일본 지오다노 브랜드의 셔츠로 데일리 착용에 적합합니다.,FASHION,3500
122,꼼데가르송 플레이 반팔티,コムデギャルソン プレイ Tシャツ,꼼데가르송 플레이 반팔티는 심플한 디자인에 하트 로고가 특징인 일본에서 인기 있는 캐주얼 의류입니다.,FASHION,10000
123,이세이미야케 바오바오 가방,伊勢みやけ バオバオ バッグ,이세이미야케 바오바오 가방은 독특한 기하학적 디자인으로 유명한 이세이 미야케의 인기 가방으로 가볍고 실용적입니다.,FASHION,35000
124,에바A 진통제,イブA 鎮痛剤,"에바A 진통제는 두통, 치통, 생리통 등 다양한 통증을 빠르게 완화시켜주는 일본의 인기 있는 진통제입니다.",HEALTH,600
125,로이히츠보코 파스,ロイヒつぼこう パッチ,"로이히츠보코 파스는 근육통, 관절통, 타박상에 효과적인 일본의 대표적인 진통 소염제 파스로 냉감 효과가 뛰어납니다.",HEALTH,400
126,파브론 골드 감기약,パブロン ゴールド 風邪薬,"파브론 골드 감기약은 기침, 콧물, 인후통, 열 등 다양한 감기 증상을 빠르게 완화시켜주는 일본의 인기 감기약입니다.",HEALTH,900
127,사롱파스,サロンパス,"사롱파스는 근육통, 관절통, 요통 등에 효과적인 일본의 유명한 진통 소염제 패치로 오랜 시간 효과가 지속됩니다.",HEALTH,500
128,신루루-A정s (감기약),新ルル-A錠s (風邪薬),"신루루-A정은 재채기, 콧물, 기침, 인후통 등 다양한 감기 증상을 완화시켜주는 일본의 인기 감기약입니다.",HEALTH,900
129,용각산 다이렉트 (기침약),用賀山 ダイレクト (咳止め薬),"용각산 다이렉트는 기침, 가래, 인후통에 효과적인 일본의 인기 있는 기침약으로 물 없이 바로 복용 가능합니다.",HEALTH,1100
130,아리나민 EX 플러스 (비타민제),アリナミンEXプラス (ビタミン剤),아리나민 EX 플러스는 피로 회복과 영양 보충에 효과적인 일본의 인기 있는 비타민 영양제입니다.,HEALTH,5500
131,로토 V 로토 프리미엄 안약,ロートV ロートプレミアム 目薬,"로토 V 프리미엄 안약은 충혈, 피로, 건조함 등 다양한 눈 문제를 해결해주는 고급 안약으로 일본에서 인기가 많습니다.",HEALTH,1800
132,페이타스 5.0 파스 (진통소염제),フェイタス5.0 温感パッチ,"페이타스 파스는 근육통, 관절통, 타박상 등에 효과적인 진통 소염제 패치로 일본에서 인기 있는 의약품입니다.",HEALTH,1200
133,강력 와카모토 (소화제),強力わかもと(整腸剤),"강력 와카모토는 속쓰림, 소화불량, 과식 후 불편함을 빠르게 완화시켜주는 일본의 유명한 소화제입니다.",HEALTH,1800
134,파브론 키즈 감기 시럽,パブロンキッズ かぜシロップ,"파브론 키즈 감기 시럽은 어린이용 감기약으로 기침, 콧물, 열 등의 감기 증상을 완화시켜주는 일본의 인기 의약품입니다.",HEALTH,1000
135,산테 FX NEO 안약,サンテFX NEO 目薬,"산테 FX NEO 안약은 눈의 피로와 충혈, 가려움을 빠르게 완화시켜주는 강력한 효과의 일본 인기 안약입니다.",HEALTH,1200
136,무히 S2a 액체형,ムヒS2a クリーム,"무히 S2a 액체형은 가려움증, 벌레 물림, 습진 등에 효과적인 일본의 인기 있는 피부 외용제입니다.",HEALTH,1000
137,아오지루 건강 음료,青汁 健康飲料,아오지루 건강 음료는 녹색 채소와 과일로 만든 일본의 건강 음료로 영양소가 풍부하게 들어있습니다.,HEALTH,1500
138,프링글스 일본 한정맛,プリングルス 日本限定フレーバー,프링글스 일본 한정맛은 일본에서만 볼 수 있는 특별한 맛의 프링글스로 다양한 한정 맛을 즐길 수 있습니다.,FOOD,250
139,기린 복숭아 홍차,キリン 桃の紅茶,기린 복숭아 홍차는 달콤한 복숭아 향과 풍부한 홍차의 맛이 어우러진 일본의 인기 있는 음료입니다.,FOOD,180
140,로이스 생초콜릿 (Royce Nama Chocolate),ロイズ 生チョコレート (Royce Nama Chocolate),로이스 생초콜릿은 입에서 부드럽게 녹는 프리미엄 초콜릿으로 홋카이도의 유명한 고급 초콜릿 브랜드입니다.,FOOD,750
141,도쿄 바나나 (Tokyo Banana),東京バナナ,도쿄 바나나는 바나나 모양의 케이크 안에 바나나 크림이 들어있는 일본 도쿄의 유명한 기념품 과자입니다.,FOOD,1200
142,시로이 코이비토,白い恋人,시로이 코이비토는 부드러운 백색 초콜릿이 들어있는 홋카이도의 유명한 과자로 선물용으로 인기가 많습니다.,FOOD,1200
143,표고버섯 스낵,椎茸スナック,표고버섯 스낵은 바삭하고 고소한 맛이 일품인 일본의 건강한 스낵으로 술안주로도 좋습니다.,FOOD,400
144,야채타임 스낵,野菜タイムスナック,야채타임 스낵은 다양한 채소 맛이 나는 바삭한 일본 스낵으로 가볍게 먹기 좋은 간식입니다.,FOOD,150
145,칼비 자가리코 감자스틱,カルビー じゃがりこ ポテトスティック,칼비 자가리코 감자스틱은 바삭하고 감자맛이 풍부한 스틱 과자로 다양한 맛이 있어 인기가 많습니다.,FOOD,180
146,메이지 마이쵸코렛,明治 マイチョコレート,메이지 마이쵸코렛은 부드러운 초콜릿 맛의 작은 과자로 다양한 맛이 있어 일본에서 인기있는 간식입니다.,FOOD,250
147,프리츠 스틱과자,グリコ ポッキー,프리츠 스틱과자는 다양한 맛이 있는 가느다란 스틱 모양의 과자로 일본에서 인기 있는 간식입니다.,FOOD,130
148,하이츄 젤리캔디,ハイチュウ ゼリーキャンディ,하이츄 젤리캔디는 과일맛이 나는 부드러운 질감의 캔디로 다양한 맛이 있어 일본에서 인기 있는 간식입니다.,FOOD,150
149,도라야키 팥 팬케이크,どら焼き,도라야키 팥 팬케이크는 팥앙금이 들어있는 일본의 전통 디저트로 부드러운 팬케이크 사이에 팥소가 들어있습니다.,FOOD,200
150,"킷캣 일본 한정맛 (녹차, 사케 등)",キットカット 日本限定フレーバー (抹茶、日本酒など),"킷캣 일본 한정맛은 일본에서만 볼 수 있는 특별한 맛의 킷캣으로 녹차, 사케, 딸기 등 다양한 한정 맛을 즐길 수 있습니다.",FOOD,400
